match_id,r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,duration,rank,r_win
5743344717,47,21,81,14,25,48,107,76,8,2,1716,51,1
5743344518,106,7,54,22,99,78,107,26,11,13,1739,49,1
5743344413,104,56,27,30,106,41,88,14,31,10,1423,50,1
5743344219,53,96,27,48,39,79,52,19,22,104,1630,53,1
5743344117,26,18,11,97,39,28,20,6,105,44,1883,52,0
5743344111,42,53,12,9,94,75,120,93,26,29,1994,32,0
5743344015,14,42,2,22,121,104,128,74,18,86,1854,37,1
5743343919,104,14,112,67,18,72,128,114,45,16,2000,65,0
5743343915,97,22,44,14,85,63,81,5,19,121,1544,51,1
5743343817,120,39,119,44,14,5,22,18,129,34,1808,51,0
5743343805,8,26,105,21,44,19,54,121,2,84,1961,41,1
5743343804,41,61,104,25,22,101,45,1,107,14,1793,41,1
5743343707,110,41,54,90,126,105,62,128,88,18,1445,62,1
5743343501,95,81,53,31,61,28,8,5,86,11,1657,48,1
5743343500,39,44,108,40,35,11,48,128,114,84,1976,26,0
5743343417,28,101,1,94,50,108,82,27,81,78,1492,12,0
5743343416,11,5,8,84,104,6,90,71,75,29,1856,33,1
5743343411,49,45,44,2,30,98,18,104,87,9,1496,65,1
5743343316,18,96,38,74,27,101,107,50,67,34,2002,41,1
5743343203,98,39,11,110,41,27,44,16,10,25,1792,43,1
5743343117,95,14,7,23,25,22,2,121,60,8,1851,50,1
5743343115,121,74,93,19,38,119,94,95,64,104,1950,60,0
5743343113,119,10,18,65,1,35,129,47,128,44,1973,51,1
5743342900,74,100,110,58,86,26,44,59,54,13,1902,22,0
5743342805,111,97,1,9,50,20,46,5,104,45,2043,65,0
5743342800,128,71,54,102,97,109,39,5,110,129,1749,46,1
5743342715,7,41,21,121,119,16,44,71,91,104,1992,68,1
5743342703,42,22,37,7,102,50,9,2,74,8,1679,32,1
5743342700,84,8,47,42,35,97,27,74,44,26,1997,36,1
5743342605,59,1,129,20,121,120,70,44,45,61,1609,32,0
5743342603,6,36,41,25,14,19,100,39,54,28,1501,63,0
5743342511,46,32,44,27,20,35,29,87,114,102,2021,17,1
5743342301,5,57,90,11,8,75,50,39,70,14,1978,39,0
5743342105,47,42,62,44,50,30,16,104,52,35,1935,20,1
5743341903,110,35,54,31,100,73,51,90,106,45,1772,72,0
5743341902,28,107,67,56,87,74,19,53,8,104,2001,63,1
5743341900,85,27,40,1,26,113,25,44,50,69,1867,38,0
5743341810,51,119,21,8,101,103,33,74,109,7,1921,40,1
5743350216,74,5,28,10,58,129,7,119,52,44,1733,78,1
5743349602,129,26,41,27,43,106,14,87,67,40,1630,36,0
5743345513,66,61,106,42,19,28,16,67,39,64,1878,38,0
5743345312,25,9,12,63,97,106,27,28,91,128,1804,46,1
5743344309,70,17,101,36,5,44,106,43,7,30,1979,29,0
5743344013,114,47,97,50,84,67,52,15,7,64,1996,51,1
5743343712,59,11,64,8,31,26,44,69,22,53,2041,26,0
5743358200,6,18,62,14,83,34,112,96,25,35,1407,36,1
5743348603,129,26,30,20,6,81,100,74,34,67,1792,26,1
5743343711,41,86,60,35,21,25,110,104,94,101,2051,61,1
5743344718,10,6,51,84,27,108,30,101,109,104,1960,61,1
5743343916,126,33,94,101,54,8,119,10,129,84,1882,52,1
5743343116,44,33,39,26,102,129,54,85,17,114,2079,58,1
5743357513,11,86,93,19,97,91,52,29,87,25,1706,51,0
5743357515,23,104,67,51,93,42,14,59,84,29,1903,26,1
5743357516,63,22,1,84,71,35,44,114,87,25,1745,46,1
5743357703,16,48,84,21,58,25,120,70,10,128,1737,29,1
5743357908,22,1,26,7,129,31,91,56,47,14,1564,32,1
5743357917,57,36,79,67,109,39,101,7,1,37,1724,33,1
5743358019,71,35,27,41,65,23,112,48,5,81,1762,26,1
5743358100,49,18,47,62,103,129,19,6,58,61,1911,80,1
5743358201,17,99,5,29,41,35,126,14,104,1,1568,31,1
5743358204,67,45,51,82,129,17,32,83,42,74,1578,52,1
5743358206,14,91,41,52,18,75,67,59,45,104,1399,32,1
5743358207,67,37,53,128,14,119,22,28,48,100,1773,67,1
5743358319,44,40,28,74,111,110,21,52,10,75,1764,69,0
5743358401,90,44,21,126,81,128,19,18,14,22,1996,22,0
5743358512,44,107,23,87,104,100,79,114,19,43,1781,73,1
5743358515,121,1,32,51,22,82,91,47,6,35,1830,54,1
5743358607,82,14,28,95,37,11,84,67,26,104,1797,37,0
5743358610,30,6,14,104,22,9,64,74,84,41,1873,42,0
5743358612,2,30,114,50,41,74,97,39,87,93,1780,26,1
5743358619,74,41,121,25,129,44,35,11,26,98,1732,44,1
5743358712,67,1,39,81,87,8,72,18,25,64,1863,41,1
5743358807,60,13,18,84,26,29,8,5,9,106,1797,60,1
5743358809,71,21,76,84,94,93,11,26,32,14,1690,50,1
5743359115,28,52,40,41,37,53,114,50,128,46,1806,43,0
5743359117,49,67,28,32,100,5,106,93,9,52,1718,25,1
5743359206,96,76,42,52,47,104,8,99,33,97,1807,35,1
5743359214,105,10,28,44,86,30,58,47,67,20,1719,32,1
5743359217,2,21,35,5,18,56,93,69,26,40,1298,14,1
5743359317,44,39,60,47,83,22,1,21,40,69,1591,63,1
5743359406,4,102,39,107,44,97,113,27,18,7,1767,53,1
5743359416,8,119,129,4,84,10,2,93,30,74,1839,57,1
5743359515,102,2,21,77,70,44,18,84,72,60,1909,19,0
5743359703,17,28,16,7,80,84,61,63,88,82,1963,18,1
5743359801,18,128,101,36,29,129,21,3,1,5,1560,36,1
5743359907,7,119,8,107,126,75,41,129,97,84,1805,47,1
5743359910,128,13,97,22,44,86,114,31,38,56,1952,51,1
5743360011,26,11,28,10,101,50,14,54,25,16,1790,32,1
5743360109,68,44,7,56,4,111,25,41,98,91,1723,72,1
5743360302,97,18,62,102,56,11,84,8,36,71,1571,39,1
5743360500,64,93,74,28,25,71,73,106,110,60,1692,32,1
5743360504,75,28,72,101,114,113,60,45,8,37,1663,36,0
5743360516,45,40,25,95,101,12,17,64,129,9,1799,46,1
5743360600,25,120,41,14,76,57,44,13,91,84,1924,66,1
5743360601,85,44,10,26,60,49,14,93,47,5,1805,37,1
5743360716,120,113,9,87,74,25,14,26,108,44,1421,48,1
5743360918,26,28,94,84,86,80,46,105,67,83,1491,43,1
5743361000,42,61,101,14,1,32,93,22,104,11,1898,23,1
5743361606,87,44,109,34,97,86,12,39,11,20,1599,39,1
5743361607,28,52,56,25,5,129,87,27,46,18,1548,77,1
5743361608,121,41,108,10,107,71,129,97,95,80,1442,38,1
5743361813,85,10,26,110,67,14,86,68,97,41,1828,33,1
5743361906,75,20,94,6,2,105,35,44,90,99,1757,31,1
5743361915,86,20,126,6,81,1,30,71,85,19,1819,50,1
5743362109,20,108,44,54,40,9,89,23,107,73,1350,36,1
5743362605,76,86,2,121,6,10,41,101,105,99,1788,52,1
5743362609,6,65,64,14,27,101,62,99,28,35,1675,32,1
5743362810,5,22,104,8,100,2,51,1,9,75,1442,49,1
5743363012,120,50,18,112,104,16,59,95,15,47,1572,50,0
5743363109,28,8,129,64,105,75,53,84,14,44,1768,50,1
5743363300,54,47,36,87,101,128,2,64,67,13,1603,34,1
5743363308,14,71,50,41,126,15,97,5,84,104,1699,23,1
5743363402,14,110,18,104,15,26,94,22,48,84,1733,59,0
5743363403,75,41,58,129,5,114,31,25,62,7,1229,28,1
5743363508,30,78,61,84,8,101,57,81,96,74,1738,62,0
5743363601,13,14,32,99,42,8,31,74,81,5,1615,22,0
5743363611,44,113,26,80,30,1,129,67,14,22,1759,28,1
5743363717,1,114,84,121,113,104,41,14,29,19,1442,36,1
5743364300,71,128,45,12,36,81,27,109,105,114,1446,80,1
5743364311,70,55,31,59,8,47,67,71,21,95,1486,45,1
5743364612,35,91,21,53,14,62,50,44,83,76,1702,21,1
5743364716,109,4,26,43,83,56,33,15,44,96,1653,22,1
5743365109,25,52,13,78,42,96,62,74,56,27,1416,79,1
5743365409,114,25,84,60,22,17,108,83,109,31,1559,53,0
5743365611,75,21,51,62,22,95,81,98,12,14,1591,44,1
5743365702,35,4,108,5,18,129,1,6,55,26,1606,22,1
5743365908,93,28,21,104,19,7,100,44,9,20,1584,71,0
5743365915,9,26,27,104,44,59,50,31,1,114,1628,33,1
5743366714,18,2,25,5,47,129,110,54,84,14,1239,62,0
5743367115,44,53,71,10,30,5,6,101,29,63,1491,31,0
5743367210,4,95,54,84,11,35,106,70,7,27,1597,21,0
5743367706,5,35,84,16,93,22,48,25,91,54,1444,27,0
5743367805,18,62,101,2,17,107,93,47,13,64,1419,64,0
5743368217,26,8,86,16,22,68,2,114,67,52,1501,75,1
5743368317,56,31,128,18,104,55,35,84,41,47,1274,35,1
5743368514,5,11,14,1,36,44,47,26,107,98,1526,33,1
5743369101,8,5,104,7,51,61,14,87,41,71,1373,43,1
5743369607,15,35,94,30,1,46,126,13,70,14,1373,54,0
5743370000,50,129,3,8,22,95,11,75,28,86,1444,36,1
5743373902,114,25,1,129,31,26,109,57,106,62,1022,54,1
5743377305,15,26,14,33,67,8,54,50,74,9,1036,46,1
5743379513,58,114,95,9,17,63,57,8,74,42,955,32,1
5743361615,126,5,28,19,70,84,35,41,29,25,1898,54,0
5743361706,11,81,32,27,51,6,19,86,78,35,1854,50,1
5743362415,84,51,6,69,56,104,10,59,121,108,1883,55,1
5743362416,12,6,75,33,71,100,5,4,8,35,1845,48,1
5743365404,26,107,104,34,19,54,11,14,113,74,1725,38,1
5743369202,48,62,35,26,5,57,13,44,29,71,1526,45,1
5743374816,90,2,74,76,8,114,14,39,67,84,1258,48,1
5743359511,106,21,54,41,10,2,1,20,101,111,1985,54,0
5743361615,28,5,70,126,19,41,35,25,84,29,1898,54,0
5743361706,27,81,11,51,32,78,19,6,35,86,1854,50,1
5743362415,69,56,51,6,84,121,108,10,59,104,1883,55,1
5743362416,12,71,33,75,6,100,35,8,4,5,1845,48,1
5743362814,40,42,56,36,101,75,21,104,44,71,1828,28,0
5743363206,8,10,29,9,37,104,126,6,26,14,1777,41,0
5743365404,104,19,34,107,26,14,74,113,11,54,1725,38,1
5743369202,48,26,35,62,5,57,29,44,13,71,1526,45,1
5743374816,74,90,2,8,76,39,114,14,84,67,1258,48,1
5743359417,9,18,17,104,25,128,19,85,74,41,2003,80,0
5743362013,14,1,23,85,4,28,64,49,39,44,1899,21,1
5743364419,30,129,14,6,74,26,44,104,9,21,1738,55,1
5743359417,9,18,17,104,25,128,19,85,74,41,2003,80,0
5743362013,14,1,23,85,4,28,64,49,39,44,1899,21,1
5743364419,30,129,14,6,74,26,44,104,9,21,1738,55,1
5743363512,44,19,43,61,5,25,67,64,21,126,1982,78,0
5743363610,104,10,35,85,25,119,114,109,98,58,1976,76,1
5743363718,41,21,8,57,63,101,62,17,77,56,2011,12,1
5743363800,15,112,96,95,35,129,1,120,97,64,1881,38,1
5743363808,35,10,106,38,18,6,21,8,2,62,2000,14,1
5743364217,8,67,110,22,99,64,73,39,113,63,1883,23,0
5743364218,18,44,58,35,84,129,1,75,74,14,1934,23,1
5743364302,82,6,107,129,25,104,85,1,17,86,1851,59,1
5743364303,5,44,104,6,14,22,74,93,71,2,1882,41,1
5743364308,29,30,67,51,25,7,63,101,10,46,1972,40,1
5743364616,108,35,18,91,65,86,114,78,47,26,1751,61,0
5743364619,49,9,1,64,74,111,108,31,61,44,1894,52,0
5743364819,74,50,44,97,59,100,57,26,93,30,1787,32,1
5743364904,21,30,95,49,68,6,46,87,18,14,1859,28,1
5743365002,5,99,107,44,47,126,14,84,18,100,1918,24,1
5743365115,28,25,46,105,1,2,84,8,22,74,1858,56,1
5743365408,87,94,86,39,41,105,81,91,126,129,1848,41,0
5743365413,60,93,99,9,32,10,119,95,100,26,1829,18,0
5743365603,50,11,25,2,93,74,54,84,98,9,1998,61,0
5743365816,32,4,11,1,74,62,21,119,44,20,1886,38,1
5743366007,61,25,65,54,21,18,126,105,84,55,1722,72,0
5743366118,104,8,85,101,20,27,57,129,94,56,1876,72,1
5743366209,100,63,27,11,106,97,53,82,110,19,1811,48,1
5743367103,27,106,90,54,6,14,18,42,97,41,1859,29,1
5743367200,21,52,85,8,7,64,44,13,126,96,1856,53,1
5743367204,97,86,44,2,71,114,104,107,11,27,1627,62,1
5743367205,86,26,80,72,44,25,18,17,30,129,1823,36,0
5743367405,27,99,74,12,128,66,54,105,44,29,1774,31,1
5743367700,107,90,78,114,10,8,52,25,97,96,1731,80,0
5743367916,21,10,84,28,46,7,54,11,74,41,1670,23,0
5743368013,93,50,29,104,74,41,119,85,57,10,1688,38,1
5743368313,7,97,8,113,93,2,26,44,9,47,1859,66,0
5743368416,11,2,70,121,64,26,41,69,62,106,1628,44,1
5743368516,25,74,81,8,27,18,30,56,110,85,1674,59,0
5743368813,94,74,129,84,106,8,86,71,68,73,1738,41,1
5743369214,51,20,86,6,76,22,27,96,54,40,1682,28,1
5743369706,28,35,26,93,91,17,36,54,14,57,1720,63,0
5743370004,35,84,8,97,99,2,19,109,74,62,1553,24,1
5743370600,30,74,63,104,21,114,4,19,8,27,1614,69,0
5743372104,18,17,62,85,78,47,75,74,8,120,1478,57,0
5743372315,37,62,60,76,114,113,27,54,14,2,1551,44,0
5743372707,45,37,1,43,108,84,25,114,28,87,1476,59,0
5743373213,26,8,9,106,51,14,58,1,23,91,1496,41,1
5743373414,9,84,99,21,44,104,36,41,14,5,1459,42,0
5743373704,11,75,51,70,97,114,58,81,10,9,1619,62,1
5743374219,30,85,113,54,44,56,129,128,17,84,1407,32,1
5743374414,105,28,98,18,114,1,128,59,73,42,1325,41,1
5743374501,1,107,2,71,114,99,5,41,45,26,1518,47,0
5743374703,39,35,7,36,37,84,87,97,23,8,1286,41,1
5743375809,42,121,45,69,65,85,28,4,35,95,1338,74,0
5743375813,56,19,41,104,45,62,57,106,38,70,1484,61,0
5743375817,73,60,84,6,94,14,1,21,95,53,1426,17,0
5743376019,75,85,14,48,30,45,73,8,42,107,1394,33,1
5743376211,45,84,94,83,1,44,26,49,21,39,1333,71,1
5743376405,49,44,26,5,35,114,25,104,6,87,1066,25,1
5743376703,14,28,98,109,86,82,95,56,84,94,1426,22,1
5743376910,31,87,81,44,17,26,42,6,20,52,1474,28,0
5743377409,7,22,77,86,55,74,111,73,21,14,1398,55,1
5743377602,87,95,80,40,7,114,71,44,104,50,1348,54,0
5743379300,49,84,26,8,106,81,63,14,128,27,1172,28,1
5743379517,39,10,91,97,114,84,68,81,129,76,1340,75,0
5743379807,13,97,65,67,84,39,25,14,6,85,1240,80,1
5743380411,9,10,129,128,25,100,77,104,48,85,1182,65,0
5743381808,119,102,18,2,39,21,11,83,84,114,1075,62,0
5743382003,69,14,6,8,48,19,71,40,46,1,1241,47,0
5743384112,56,32,104,18,14,31,22,29,74,12,1037,49,1
5743363610,10,35,85,25,104,114,109,98,58,119,1976,76,1
5743363718,41,21,8,57,63,101,62,17,77,56,2011,12,1
5743363800,112,15,35,95,96,1,129,64,97,120,1881,38,1
5743363808,106,35,18,10,38,8,6,62,21,2,2000,14,1
5743364217,110,67,8,99,22,39,73,64,63,113,1883,23,0
5743364218,44,58,84,35,18,1,75,14,74,129,1934,23,1
5743364302,25,82,6,107,129,86,104,85,1,17,1851,59,1
5743364303,5,44,104,6,14,22,74,93,71,2,1882,41,1
5743364308,51,67,25,29,30,10,101,46,7,63,1972,40,1
5743364616,65,91,18,35,108,26,47,78,114,86,1751,61,0
5743364619,49,1,64,74,9,111,31,61,44,108,1894,52,0
5743364819,50,74,44,97,59,57,100,26,93,30,1787,32,1
5743364904,95,30,68,21,49,87,46,14,6,18,1859,28,1
5743365002,5,107,44,47,99,126,84,18,100,14,1918,24,1
5743365115,105,46,28,25,1,22,8,2,84,74,1858,56,1
5743365408,41,39,94,86,87,129,126,81,91,105,1848,41,0
5743365413,93,99,60,32,9,119,95,10,26,100,1829,18,0
5743365603,93,11,25,2,50,9,54,84,98,74,1998,61,0
5743365816,4,74,32,1,11,21,20,62,44,119,1886,38,1
5743365912,44,26,2,4,128,51,30,85,70,107,1933,48,0
5743366007,25,21,61,54,65,126,55,18,84,105,1722,72,0
5743366118,101,8,104,85,20,94,57,27,129,56,1876,72,1
5743366209,27,106,100,63,11,82,19,97,53,110,1811,48,1
5743367103,6,54,90,106,27,41,97,42,18,14,1859,29,1
5743367200,7,52,85,8,21,96,44,13,126,64,1856,53,1
5743367204,86,71,2,44,97,104,27,11,107,114,1627,62,1
5743367205,44,86,26,80,72,129,25,18,17,30,1823,36,0
5743367405,99,27,128,12,74,54,66,29,44,105,1774,31,1
5743367700,10,107,90,78,114,96,8,52,25,97,1731,80,0
5743367916,21,46,28,84,10,7,41,74,11,54,1670,23,0
5743368013,93,50,29,104,74,41,119,85,57,10,1688,38,1
5743368313,8,93,7,97,113,44,47,2,26,9,1859,66,0
5743368416,11,2,70,121,64,26,41,69,62,106,1628,44,1
5743368516,8,81,74,27,25,110,56,30,85,18,1674,59,0
5743368600,104,18,97,21,27,7,16,128,76,1,1797,61,1
5743368813,74,106,94,84,129,86,73,8,68,71,1738,41,1
5743369214,6,76,51,20,86,54,40,22,27,96,1682,28,1
5743369706,93,28,35,26,91,14,17,36,54,57,1720,63,0
5743370004,99,97,8,84,35,62,74,109,19,2,1553,24,1
5743370600,21,74,63,30,104,27,4,19,114,8,1614,69,0
5743372104,78,85,62,17,18,120,8,74,75,47,1478,57,0
5743372315,114,76,60,62,37,2,14,54,27,113,1551,44,0
5743372707,108,37,1,45,43,87,25,114,84,28,1476,59,0
5743373213,9,106,51,8,26,1,23,91,58,14,1496,41,1
5743373414,21,44,9,84,99,14,5,104,36,41,1459,42,0
5743373704,75,51,70,11,97,58,81,10,114,9,1619,62,1
5743374219,30,44,54,113,85,56,84,17,128,129,1407,32,1
5743374414,105,114,18,28,98,1,42,73,128,59,1325,41,1
5743374501,71,1,2,107,114,45,99,41,5,26,1518,47,0
5743374703,39,37,36,7,35,84,8,23,97,87,1286,41,1
5743375809,42,65,69,45,121,85,95,35,4,28,1338,74,0
5743375813,19,45,104,41,56,57,70,38,106,62,1484,61,0
5743375817,84,94,6,60,73,21,53,95,1,14,1426,17,0
5743376019,30,85,75,14,48,107,73,45,8,42,1394,33,1
5743376211,84,45,1,83,94,26,44,39,21,49,1333,71,1
5743376405,35,5,49,26,44,87,6,114,104,25,1066,25,1
5743376703,98,28,14,86,109,56,95,82,94,84,1426,22,1
5743376910,87,31,17,44,81,42,26,52,20,6,1474,28,0
5743377409,55,7,22,77,86,14,74,111,73,21,1398,55,1
5743377602,80,95,7,40,87,44,71,50,104,114,1348,54,0
5743379300,8,26,84,49,106,128,14,63,81,27,1172,28,1
5743379517,39,114,10,97,91,84,76,68,129,81,1340,75,0
5743379807,65,84,67,13,97,14,85,6,39,25,1240,80,1
5743380411,10,129,128,9,25,77,104,48,100,85,1182,65,0
5743381808,39,119,2,102,18,114,21,84,11,83,1075,62,0
5743382003,14,69,6,8,48,71,19,40,46,1,1241,47,0
5743384112,32,56,18,104,14,22,31,74,29,12,1037,49,1
5743371206,45,60,30,22,93,31,25,107,41,114,1746,61,1
5743373810,26,93,22,88,10,27,58,21,1,47,1603,22,1
5743366407,28,22,11,39,44,56,113,87,6,85,1919,29,0
5743366900,27,129,10,22,35,14,42,128,33,73,1917,53,0
5743367611,14,98,74,9,67,19,90,8,97,71,1900,62,1
5743368316,11,63,71,36,14,44,75,8,128,3,1875,26,0
5743370002,63,30,74,25,81,11,128,101,10,28,1796,59,1
5743371206,22,93,30,60,45,41,114,107,25,31,1746,61,1
5743373810,10,93,88,26,22,47,58,1,27,21,1603,22,1
5743380316,35,121,48,21,25,26,58,14,42,73,1369,23,1
5743382305,87,63,61,19,4,101,11,2,10,64,1279,32,1
5743389405,20,7,129,6,39,38,47,9,10,83,957,80,0
5743366407,11,39,44,28,22,87,6,85,56,113,1919,29,0
5743366518,129,48,84,102,106,98,67,20,14,22,1975,53,0
5743366900,10,129,27,35,22,128,42,14,73,33,1917,53,0
5743367408,17,19,21,54,30,57,20,93,107,6,1917,42,1
5743367611,9,67,74,98,14,97,71,8,90,19,1900,62,1
5743367815,104,74,42,5,19,10,1,83,84,126,1916,52,0
5743368316,14,36,71,63,11,3,128,8,75,44,1875,26,0
5743370002,63,25,74,30,81,11,10,101,128,28,1796,59,1
5743371206,30,93,45,60,22,107,114,31,25,41,1746,61,1
5743373314,6,5,28,13,22,41,121,53,107,32,1663,59,0
5743373810,26,10,22,93,88,27,47,21,58,1,1603,22,1
5743374616,8,74,5,129,13,27,9,44,60,11,1615,51,0
5743378517,76,35,31,42,84,37,40,10,15,23,1466,32,1
5743380316,35,48,21,25,121,26,14,42,73,58,1369,23,1
5743382305,61,63,19,4,87,2,11,10,64,101,1279,32,1
5743389405,7,6,20,39,129,47,10,38,83,9,957,80,0
5743366903,17,101,70,15,25,29,84,95,119,11,1993,62,0
5743368311,11,96,35,20,95,71,128,119,19,93,1913,59,1
5743368810,40,36,81,25,17,35,9,86,110,84,1768,41,1
5743371409,85,64,106,109,21,31,93,34,69,84,1572,65,1
5743373006,18,105,100,74,114,62,126,26,2,8,1662,20,1
5743373914,22,83,74,39,32,86,26,14,11,18,1673,27,1
5743366207,25,6,114,93,37,59,71,44,95,62,2024,56,0
5743366903,25,17,101,70,15,11,29,84,95,119,1993,62,0
5743368110,75,27,23,35,49,22,31,8,121,70,1925,33,1
5743368311,11,96,35,20,95,71,128,119,19,93,1913,59,1
5743368804,8,75,5,4,35,20,128,108,67,14,1907,12,1
5743368810,36,17,25,81,40,9,84,110,86,35,1768,41,1
5743368812,71,17,53,32,1,14,11,56,19,35,1917,19,0
5743371409,21,106,64,85,109,84,34,93,31,69,1572,65,1
5743372112,64,95,6,72,57,68,35,93,37,101,1749,12,1
5743373006,100,18,105,114,74,26,62,126,8,2,1662,20,1
5743373600,128,25,26,2,6,10,63,82,5,95,1695,54,1
5743373914,32,22,83,74,39,18,86,26,14,11,1673,27,1
5743374207,11,14,8,100,29,56,121,84,2,6,1601,29,0
5743380305,71,50,10,26,67,86,9,8,51,31,1432,51,1
5743386803,14,1,129,30,11,46,9,48,79,97,921,49,1
5743366903,101,17,70,15,25,84,29,95,119,11,1993,62,0
5743368110,35,27,23,49,75,121,31,8,70,22,1925,33,1
5743368311,11,96,35,20,95,71,128,119,19,93,1913,59,1
5743368804,8,75,5,4,35,20,128,108,67,14,1907,12,1
5743368810,17,40,36,81,25,84,35,9,86,110,1768,41,1
5743368812,1,53,71,17,32,35,56,14,11,19,1917,19,0
5743371205,23,15,129,54,68,93,83,103,35,90,1862,38,1
5743371409,85,21,109,106,64,31,84,69,34,93,1572,65,1
5743372112,6,95,64,57,72,93,35,68,101,37,1749,12,1
5743372411,17,81,107,97,41,14,74,44,119,4,1751,67,0
5743373006,114,105,100,18,74,8,126,26,62,2,1662,20,1
5743373600,25,2,26,6,128,63,5,82,95,10,1695,54,1
5743373914,39,22,83,74,32,11,86,26,14,18,1673,27,1
5743374003,9,11,8,35,29,93,53,46,7,89,1739,22,1
5743374207,100,14,8,29,11,2,121,84,6,56,1601,29,0
5743374818,39,55,6,51,64,1,129,85,27,52,1671,48,1
5743376702,29,101,8,93,96,75,84,43,109,47,1574,27,0
5743380305,71,67,26,10,50,86,31,51,8,9,1432,51,1
5743380518,84,87,93,60,21,13,126,120,73,83,1410,55,0
5743386803,129,30,14,11,1,48,79,46,97,9,921,49,1
5743366903,25,17,101,70,15,11,29,84,95,119,1993,62,0
5743368110,75,49,35,23,27,22,70,121,8,31,1925,33,1
5743368311,11,95,20,35,96,71,93,19,119,128,1913,59,1
5743368804,5,8,35,4,75,108,20,14,67,128,1907,12,1
5743368810,25,17,40,36,81,110,84,35,9,86,1768,41,1
5743368812,32,17,71,53,1,19,11,14,56,35,1917,19,0
5743369104,46,53,44,18,26,36,34,39,84,114,1895,51,0
5743371205,15,23,68,54,129,83,93,90,35,103,1862,38,1
